食品番号,理由,スコア
11003,うさぎ肉（生）は生肉のため細菌リスクがあり、加熱して使うのが望ましい,7
17022,しいたけだしは旨味のある安全な調味素材で使用に適する,8
11095,ゆでた第二胃（はちのす）は加熱済みの内臓肉で嗜好性があり素材として使える,8
10337,水煮缶のずわいがには加熱済みの甲殻類だが塩分や甲殻類アレルギーに注意,8
01132,コーンミールは穀物性の炭水化物源として犬に利用可能な素材,8
07027,うんしゅうみかんの果肉は果実として安全でビタミン源になる（皮は除く）,8
10269,水煮のむつは加熱済みの良質な魚肉で素材として適する,9
10449,ふなずしは強い発酵・塩分や微生物変化があり、素材としては不向きな加工品,4
11215,生の鶏もも肉はサルモネラやカンピロバクターなどの細菌・寄生虫リスクがあり、生食は避けるべきため,5
17011,白しょうゆは高塩分の調味料で風味付けには使えるが塩分管理が必要なため,5
10120,水煮したコイは加熱済みで骨等が除かれており良質なタンパク源として適するため,9
03020,果糖は純粋な糖類で甘味が強く過剰摂取で消化不良や体重増加の懸念があるため,5
03011,粉糖は加工糖で甘味が強く用途は限定されるが少量での使用は可能なため,5
11301,ゆで牛かた肉は加熱済みの良質な赤身タンパクで犬の素材として適しているため,9
07122,ぶどうは犬に急性腎障害を引き起こす可能性があり少量でも危険であるため,1
06389,たまねぎはネギ属に含まれ溶血性貧血を起こすため、加熱しても犬には与えてはならないため,1
09017,乾燥まこんぶはミネラルや食物繊維源として使えるがヨウ素濃度に注意が必要なため,7
06173,とうがんの果実は低アレルギーで水分が多く、犬の素材として問題ないため,8
16027,薬味酒はアルコールを含み中枢抑制等の危険があるため絶対に避けるべきであるため,1
15169,あんパンは小麦と砂糖を多く含む加工菓子で糖質が高めなため用途が限られるが少量なら用いられるため,5
10117,生のぐちは生食による寄生虫・細菌リスクがあるため生での使用は注意が必要なため,6
01054,干し沖縄そばは小麦由来の加工めんで炭水化物源として使えるが塩分等に注意が必要なため,7
05026,味付けされたピスタチオはナッツ類で消化不良や膵炎リスクがあり塩分や香辛料も懸念されるため,4
06366,生のしょうがおろし汁は少量であれば消化促進や嗜好性に寄与するが濃度が高いと胃刺激があるため,7
11293,つくねは鶏肉を主体とした加工品で良質なタンパク源になり得るが配合によっては調味料等の影響があるため,6
06176,ゆでスイートコーンは加熱済みの野菜として消化しやすく使用しやすいため,8
06178,冷凍カーネルは保存性が高く調理後の使用に適した安全な野菜素材であるため,8
08048,ゆでエリンギは食用きのこの一種で加熱済みのため消化性が良く素材として適するため,8
10060,加熱済みのいわし水煮は良質なタンパク源で、骨や液汁を除けば犬の素材として適する,9
09019,昆布はミネラルが豊富で少量なら問題ないが、ヨウ素過多に注意が必要,7
06163,ゆでたつくしは加熱により安全性が高く、野菜素材として利用可能,7
10148,淡水養殖のにじますは生だと寄生虫や細菌リスクがあるため生食は注意が必要,5
13059,乳児用液体ミルクは乳製品で犬に与えられるが、乳糖不耐性に注意して少量で使用する,7
17140,鍋つゆ（しょうゆ味）は塩分・調味料が強く、主素材としては使いにくいが風味付けに可能,5
09042,乾燥わかめはミネラル源として利用できるが、与えすぎによりミネラル過多に注意,7
15017,草もちは粘着性や糖分が高く、加工菓子として素材利用は限定的で注意が必要,5
10104,子持ちがれいの生は海産魚でも生食は寄生虫や細菌リスクがあるため注意が必要,6
13044,アイスミルクは高脂肪・高糖で消化負担になりやすく、素材としては限定的に使用する,5
11310,焼き牛肉（かた）は良質な加熱タンパク源で犬のレシピ素材として適している,9
07011,あんずジャムはあんず由来で可だが糖分や加工度が高く主素材には向かない,6
10203,焼きたらこは加熱された魚卵で風味付けに使えるが塩分に注意,7
03017,ぶどう糖は単糖としてエネルギー源になり得るが、多量使用は推奨されない,6
10231,はもの生は海魚でも生食は寄生虫・細菌リスクがあるため注意が必要,6
06001,アーティチョーク（生）は野菜素材として利用できるが下処理の手間がある,7
06168,つわぶきはゆでてあるため加熱済みの野菜素材として利用可能,7
06286,アルファルファもやしは生だと細菌汚染リスクがあり生食は注意が必要,4
11241,いなごのつくだ煮はタンパク源になり得るが濃い味付けで加工度が高い,5
09004,焼きのりは少量でミネラル源として利用でき、一般的に犬に安全な素材,8
15145,小豆のあんと生地からなる菓子。砂糖・脂肪を多く含む加工食品のため少量使用向き。,5
15183,バターや砂糖を含むデニッシュ系の加工菓子。高脂肪・高糖分のため少量使用が適当。,5
06404,キャベツは低リスクで繊維やビタミンが取れる安全な野菜素材。,9
09026,てんぐさ（ところてん）は消化に優しい寒天由来の安全な素材。,8
14022,ショートニングは高脂肪の油脂素材。少量での使用は可能だが多用は不向き。,5
15012,きび団子はでん粉と砂糖を使った菓子。甘味の強い加工食品なので少量向き。,5
17023,煮干しだしは魚由来の旨味とミネラルを含む調味料で、風味付け素材として有用。,8
01047,生の中華めんは加熱が必要な生麺。火を通して使用するのが望ましい。,7
10425,めばちまぐろ赤身は良質な魚タンパクだが、生は寄生虫や細菌のリスクがある。,7
06213,ゆでにんじんは消化に良くビタミン・繊維源として安全な素材。,9
10096,味付けの魚缶詰は魚由来のタンパク源だが味付けや塩分を含む場合がある点に注意。,7
06024,ゆでグリンピースは安全な野菜タンパク・繊維源でレシピ素材として適する。,8
03008,角砂糖は純粋な糖で栄養価は低い。少量の味付け用途なら使用可能。,5
04069,ゆでの全粒いんげんまめは調理済みの豆類で消化しやすく素材として使いやすい。,8
18034,ぜんまいの煮物は調味料や塩分を含む調理済み惣菜のため、素材としては制限がある。,5
01152,精白米はエネルギー源として安全で犬のレシピ素材に適している。,9
11170,ゆでた豚の大腸（副生物）は加熱済みで利用可能だが内臓の一種である点に注意。,7
10032,あんこうの肝は生では寄生虫や汚染のリスクがあり注意が必要。,5
10396,生しらすは小魚由来だが生食は寄生虫や細菌のリスクがある。,6
04007,乾燥いんげんまめは生のままだと消化阻害物質があるため加熱調理が必要。,4
10186,生の魚は寄生虫や細菌のリスクがあり、生食では注意が必要。,5
10446,乾燥・加工されたかつお節は良質な魚性たんぱく源で風味付けにも適する。,9
15128,カレーパンの皮は香辛料や揚げ油が使われることが多く、犬の素材としてはやや不向き。,4
13036,ナチュラルチーズはたんぱく質と脂質が豊富で嗜好性が高いが脂肪・塩分に注意。,8
15122,くずもちはでん粉主体の菓子で安全だが栄養価は限定的。,6
07100,パイナップル由来の飲料は果実成分が使えるが糖分や加工成分に留意が必要。,6
01051,ゆでた中華めんは消化しやすい炭水化物源として使いやすい。,8
11138,生の豚肉はトリヒナや細菌のリスクがあるため生では注意が必要。,5
10473,加熱調理されたたこは良質なたんぱく源で安全に使える。,8
01056,即席めんは添付調味料や高塩分・加工成分が多く、素材としては不向き。,3
06018,エンダイブの葉は生でも安全な葉物野菜で繊維や微量栄養が期待できる。,8
10412,焼きほっけは加熱済みの魚で良質なたんぱく質と脂肪酸を供給できる。,9
06043,ぬか漬けの葉は発酵食品で風味はあるが塩分や漬け液の影響を受けやすい。,5
06249,生の黄ピーマンは果実部分が安全でビタミンや食物繊維を含む。,8
01207,リッチタイプの食パンはエネルギー源として使えるが栄養は限定的。,7
11232,生の鶏肝は病原菌のリスクがあるため生では注意が必要。,5
10099,焼いたかますは加熱済みの魚で安全にたんぱく源として使える。,9
07014,いちごジャムは原材料自体は問題ないが糖分や加工度が高い。,6
17020,昆布だしはうまみとミネラルが得られるが成分濃度に注意が必要。,7
11263,焼いた赤身の牛ももは良質で消化しやすいたんぱく源として理想的。,10
11191,豚肉系のソーセージは加工肉で塩分や保存料、香辛料が含まれる可能性があり注意が必要。,5
17073,唐辛子の辛味は消化器や口腔に刺激を与えやすく犬には刺激が強い。,3
11080,牛肉は良質なタンパク源だが生だと細菌や寄生虫のリスクがある。,7
06202,茹でた菜花は加熱済みの葉野菜として栄養価が高く利用しやすい。,8
01147,から揚げ用プレミックス粉は小麦を主とする加工粉で使用可能だが加工度が高い。,6
10061,味付けいわし缶は魚由来の栄養があるが塩分や調味料の含有に注意が必要。,6
13003,普通牛乳はカルシウム・タンパク源になるが乳糖不耐の個体には注意が必要。,7
01116,米こうじは発酵由来の素材で風味付けや発酵食品として利用可能。,8
10230,生の海水魚は栄養価が高いが生食による寄生虫・細菌リスクがある。,6
08005,茹でたきくらげは安全な食物繊維源として使いやすい。,8
06007,アスパラガス（生）は野菜として安全だが繊維質や消化性に配慮が必要。,7
04097,木綿豆腐は加工大豆製品で良質な植物性タンパク源として利用できる。,8
06157,たらの芽の若芽は山菜として風味があり使えるが生での消化性に注意。,7
01049,蒸し中華めんは加熱済みの炭水化物源として扱いやすい。,8
06156,赤たまねぎは犬に有害な成分を含み赤血球を破壊するおそれがあるため与えてはいけない。,1
01143,ライ麦粉は穀物原料で加工粉として使用可能だが過度の与え方には注意。,6
07071,さくらんぼの果肉は与えられるが核（種）は有害または窒息の危険があるため除去が必要。,7
01120,白玉粉はもち米由来の粉類で炭水化物源として利用できる。,8
06164,つるな（茎葉）は葉菜類で栄養があり安全に使える。,8
10204,からし明太子は塩分や香辛料を含む加工魚製品で刺激や高塩分に注意が必要。,4
04089,大豆由来のおからの乾燥品で、良質な植物性タンパクと食物繊維を含み素材として適切。,8
11010,良質な動物性タンパクだが、生肉は細菌・寄生虫リスクがあるため注意が必要。,7
07081,プルーンは犬に有害となる成分を含み消化器・心機能へ悪影響を及ぼすため不可。,1
18042,クリームや調味を含む調理済みスープで加工度が高く、素材としては扱いに配慮が必要。,5
17004,辛味調味料で香辛成分と塩分が強く、犬の素材としては適さない。,3
08030,栄養価のある食用きのこで、乾燥品も素材として利用可能。,8
01099,煮たおかゆ状の米で、消化性が良く犬の食材として適している。,9
06061,生のキャベツはビタミンと食物繊維が豊富で一般的に犬に与えやすい野菜。,8
13034,カマンベールはタンパク質とカルシウムが豊富だが脂肪が高めで配合に注意が必要。,8
10106,干しかれいは良質な魚タンパクだが塩分が高めの加工品である点に留意。,8
18022,揚げ衣や調味を含むフライ加工品で高脂肪・高調味のため素材としては不向き。,3
06393,パプリカはビタミン豊富で生でも与えやすく、良い野菜素材。,8
06396,焼きブロッコリーは調理済みで消化しやすく、ビタミンや食物繊維の供給源として適切。,9
11007,牛の脂身は非常に高脂肪で膵炎などのリスクがあるため使用は控えめにすべき。,6
04057,分離大豆たんぱくは高品質な植物性タンパク源として利用しやすい。,8
11163,豚ひき肉は栄養性は高いが生肉は寄生虫や細菌リスクがあり注意が必要。,5
06235,塩漬けの漬物は塩分や発酵による風味が強く、素材としては向かない点がある。,4
06196,ぬかみそ漬けは強い発酵風味と塩分を含むため、原材料としては注意が必要。,4
02030,米でん粉は消化性の良いでん粉源で、増粘剤やエネルギー源として適切。,9
17086,醤油は強い調味料で塩分が高く、素材としての使用は限定が望ましい。,3
10376,魚由来のすり身加工品でタンパク源として使いやすいが、味付け・塩分に注意が必要,7
10384,魚肉練り製品で犬に与えやすい素材だが加工品のため味付けや塩分に留意,7
11252,加熱済みの牛肉は良質なタンパク源で犬用素材として適切,9
11144,生の豚肉は寄生虫や細菌のリスクがあるため加熱が望ましい,5
01137,加工穀物で扱いやすいが砂糖や加工度が高く大量には不向き,6
15185,高脂肪・高糖分の菓子類で素材としては不向き（使用するなら極少量）,5
06200,野菜葉類で食物繊維や微量栄養を含み使用可能だが、個体差により反応を確認,7
11199,生の羊肉は細菌リスクがあるため加熱が望ましいが、羊肉自体は良いタンパク源,7
01068,小麦由来の加工品で消化しやすく使えるが、加工度を考慮,7
10359,味付け缶詰のいか加工品は塩分や調味料が多いため控えめに使うべき,6
07166,柑橘類の果肉に相当する部位で酸性が強め。少量なら問題ないが過剰は避ける,7
06039,ゆでたかぶは柔らかく消化に良い安全な野菜素材,9
07144,ライチーは糖分が高く種は除去が必要。少量であれば与えられるが注意が必要,6
06133,ゆでた大根は消化に良く安全な野菜素材,9
10403,まさばは良質な魚だがフライは油や衣で高脂肪・調味に注意が必要,6
04109,きな粉は大豆由来の良いタンパク源だが砂糖入りは糖分に注意,6
07105,柑橘類の果肉部分に相当し酸味があるため少量での利用が適切,7
15025,もち米を使った和生菓子で消化が重く高炭水化物のため頻用は不向き,6
06251,ピーマン類の果実はビタミンや食物繊維が豊富で犬の素材として適切,8
06347,生にんじんは噛み応えがありビタミン・食物繊維が豊富で良い素材,9
06084,ごぼうは食物繊維が豊富で犬の食材として利用しやすい根菜類。,8
06241,はやとうり（せんなりうり）は果実部が犬に与えて問題ない野菜類。,8
10411,養殖ぶりの生は良質なタンパク源だが生魚のため寄生虫や細菌のリスクがあり注意が必要。,6
06406,万願寺とうがらしは辛味の弱い果実だが香辛性があり少量推奨。,7
17095,エビチリの素は香辛料や刺激成分、調味成分を含む加工調味料で使用に注意が必要。,5
10178,さんまのかば焼き缶詰は調理済みの魚として使いやすいが調味料に注意。,6
06373,ほうれんそうは調理済みで与えやすい葉菜。シュウ酸に配慮すれば利用可能。,7
06350,根深ねぎはネギ属に該当し犬に有害（溶血性貧血を引き起こすため禁止）。,1
01162,とうもろこしの玄穀はエネルギー源として使えるが、消化性を考慮して調理が望ましい。,7
10192,まだいの生は刺身用の海水魚として比較的安全だが生食ゆえ寄生虫・細菌リスクに注意。,6
06154,たまねぎはネギ属で加熱しても毒性が残るため犬には与えてはいけない。,1
15001,甘納豆（あずき）は加糖の和菓子で加工度が高く与える量に注意が必要。,5
10130,養殖ぎんざけの生は良質な魚だが生魚であるため寄生虫・細菌リスクを考慮する必要がある。,6
07177,焼きパインアップルは果物として犬に与えやすく消化もよい調理済み食品。,8
06005,あしたばは葉茎ともに食品として利用され、通常は犬に問題のない緑葉野菜。,7
07079,すだち果汁は酸が強く胃腸刺激を起こすことがあるため注意が必要。,4
15164,つぶしあん入りまんじゅうは加糖・加工品で与える量や成分に注意が必要。,5
04031,ぶどう豆（煮豆）は加熱済みの大豆製品で消化可能だが豆類の特性に配慮が必要。,7
10415,バナメイえびの生は甲殻類の生食に伴うリスクがあるため注意が必要。,5
11258,生の牛リブロースは良質な肉類だが生食のため細菌・寄生虫リスクがあり注意が必要。,7
10040,いとよりだいのすり身は魚由来の良質なタンパク源で使用可能だが加工品のため調味や塩分に注意が必要。,8
10341,かに類の加工品で風味付けや塩分が強い場合があるが、魚介由来の素材として使用は可能。,6
04095,油揚げは加熱済みの大豆製品で良質なたんぱく源だが、甘煮のため糖分や調味に注意が必要。,7
15148,うぐいすもち（餅・あん）は粘性や高糖質で扱いに注意が必要な菓子類のため原料としては不向き寄り。,4
01196,即席カップめんは複合調理済みで調味料や添加物・塩分が多く含まれる可能性が高いため素材としては不向き。,3
11205,あいがも肉の生は食中毒リスク（細菌・寄生虫）があるため、生状態ではリスクが高い。,5
10390,まあじのフライは調理済みの魚だが衣や油が付いているため加工度が高く素材としてはやや不向き。,4
06334,切干しだいこんを戻して茹でたものは食物繊維が豊富で調理済みの野菜として安全に使える。,8
11011,和牛リブロースの生は牛肉の生食に伴う細菌リスクがあるが、栄養価の高い肉素材である。,7
01126,そば米はそば由来の穀類で良好な炭水化物源として利用可能。,8
01178,かやきせんべいは加工菓子で塩分や調味が強いことがあるため原料としては限定的に使用すべき。,5
01181,赤米は全粒の穀類で食物繊維や栄養があり犬のレシピに使いやすい素材。,8
14016,ラードは動物性脂質で風味付けに使えるが高脂肪のため使用量に注意が必要。,6
04101,こしあん（加糖）は煮豆由来で加熱済みだが糖分が多く主素材としてはやや不向き。,5
03033,はちみつは自然の甘味料で少量なら安全だが糖分が高いため多用は避けるべき。,7
11261,交雑牛ももの生は牛肉の生食に伴う細菌リスクがあるが良質なたんぱく源である。,7
02038,タピオカパール（乾）は炭水化物源として利用可能だが加熱調理が必要なでん粉製品である。,8
10056,しらす干しは小魚由来でカルシウム等が得られるが乾燥・塩分が高めのものがある点に注意。,7
11172,豚足のゆでは加熱済みでゼラチン質が多く利用できるが骨や脂肪の処理に注意が必要。,8
14010,パーム核油は植物油として使用可能だが飽和脂肪が多いため使用量に注意が必要。,6
17104,酢ベースの調味料で危険成分は含まれず、少量で風味付けに使えるため適している,7
01044,ゆでた小麦製品で消化可能な炭水化物源として使いやすい,8
10009,内臓等を除き水煮済みの鯵で良質なタンパク源として適している,9
15059,米菓は加工度が高く調味が強いことがあるため素材としてはやや注意が必要,5
09021,昆布はミネラル源として少量で利用可能だがヨウ素過多に注意が必要,8
10169,フカヒレは魚由来の蛋白質源で特に有害成分はないため使用可能,7
17029,めんつゆは塩分や調味が強いことがあるため風味付けとして少量使用が適切,5
10085,生の目梶木は生食の魚介類に伴う細菌・寄生虫リスクがあるため注意が必要,6
15062,そばボーロは加工菓子で過剰摂取を避ければおやつ要素として使える,5
10226,つくだ煮は加工・味付けが強い（塩分・糖分）ため素材利用はやや制限がある,5
17084,ベーキングパウダーは料理材料として一般的で適切に用いれば問題ない,9
10175,開き干しのさんまは加工魚で骨や塩分に注意すれば良いタンパク源になる,7
10020,焼きあまだいは加熱済みの魚で良質なタンパク源として適している,9
07130,生のまくわうりは果肉が安全で水分やビタミン補給に適している,8
10125,甘酢漬けは味付けの影響がある加工魚で塩分・酸味に注意が必要,5
06256,生のふき葉柄は下処理（加熱等）が通常必要で、生のままでは消化負担や風味の問題がある,5
10442,焼きの養殖サーモンは加熱済みで良質な脂質・タンパク源として適している,9
07018,いよかんのじょうのう膜・白皮部分は光毒性成分や苦味が残ることがあるため注意が必要,4
16049,ココア（ミルクココア）はテオブロミン・カフェインを含み犬に有害なため使用不可,1
13002,未殺菌の生乳は病原菌リスクがあるため加熱処理などの配慮が必要,5
06085,ゆでたごぼうは食物繊維が豊富で加熱済みのため犬のレシピ素材として適する,8
10368,生の甲殻類は寄生虫や細菌のリスクがあり、加熱が望ましい,5
06023,グリンピースはビタミンや食物繊維があり犬に与えやすい素材,8
06027,葉物野菜でビタミン・繊維が豊富。刻むか加熱して与えると良い,8
02017,生のじゃがいもはソラニンを含む可能性があり、加熱したものを用いるべき,3
12010,生卵はサルモネラ感染や抗栄養因子の懸念があるため加熱推奨,5
01045,乾麺は炭水化物源として使用可能だが塩分・添加物に留意,7
04096,きな粉は植物性の良質なたんぱく源で加工済みのため使用可能,8
01013,全粒の小麦はエネルギーと食物繊維源として利用できるが消化性に注意,7
11024,牛肉は良質なたんぱく源だが生では細菌リスクがあるため加熱が望ましい,7
01214,レトルトの玄米かゆは消化が良く犬のレシピに適した炭水化物源,9
04063,テンペは発酵大豆で消化性が向上しており使用可能だが豆類アレルギーに注意,7
15099,プレッツェルは加工菓子で塩分や油分が高いため使用は限定的にするべき,5
11040,牛リブロースは良質なたんぱくだが生では細菌リスクがあるため加熱が望ましい,7
04018,ゆでたささげはタンパクと食物繊維があり犬の素材として適する,8
17067,シナモンなどの香辛料は消化器刺激や個体差があるため少量での使用が望ましい,3
11091,牛の心臓は栄養価が高いが生では細菌リスクがあるため加熱が望ましい,7
11262,牛もも肉は良質なたんぱくだが生食は細菌リスクがあるため加熱推奨,7
15093,オイルスプレータイプのクラッカーは加工度・油分が高く限定的利用が望ましい,5
15073,シュークリームは高脂肪・高糖質の菓子類で頻繁な使用は適さない,5
17016,米酢は調味料として犬のレシピで少量の風味づけに使える,8
14003,米ぬか油は加熱調理に使える食用油で安全な脂質供給源になる,8
05045,落花生（ピーナッツ）はナッツ類で消化不良や膵炎リスクがあり注意が必要,4
01173,ソテー済みのマカロニ・スパゲッティは加熱済みで炭水化物源として利用可能,7
06181,ヤングコーン（生）は果菜類として与えられるが生のままだと消化しにくい場合がある,7
01010,麦こがしは穀類として安全に使える乾燥加工食品,7
10022,焼きあゆは加熱済みの魚で良質なタンパク源として適する,9
10077,おこぜ生は生の海水魚で寄生虫や細菌のリスクがあり生食は注意が必要,6
08022,なめこ水煮缶詰は加熱済みのきのこで加工品として安全に使える,8
10326,さくらえび煮干しはえび類の加工品で風味付けや蛋白源として利用可能（殻の扱いに注意）,7
01148,ベーグルは加熱済みのパン類で炭水化物源として使用可能だが加工食品である,6
11122,豚かたロース（生）は生豚肉で寄生虫や細菌リスクがあり生食は避けるべき,5
01146,お好み焼き用プレミックス粉は加工済みの小麦粉製品で使用は可能だが加熱が前提,6
10253,くろまぐろ赤身（生）は刺身用の海水魚で生食は寄生虫等のリスクがある,7
06229,のざわな葉（生）は葉物野菜で栄養補助に適し生でも利用可能,8
10102,まがれい焼きは加熱済みの白身魚で良質なタンパク源として適する,9
01198,即席中華めん（調理後、添付調味料含む）は複合調理済みの加工食品で塩分・香辛料に注意が必要,3
17064,こしょう（白 粉）は刺激性のある香辛料で消化器刺激の観点から注意が必要,3
04092,つるあずき全粒ゆでは加熱済みの豆類で蛋白・炭水化物源として利用しやすい,8
17024,鶏がらだしは調味用のだしで風味付けに使えるが塩分に注意が必要,7
11209,きじは良質な肉でタンパク源として適するが、生の鳥肉はサルモネラ等の細菌リスクがあるため加熱が望ましい,5
06191,生のなすはソラニンを含み消化不良のリスクがあるため、加熱してからの利用が望ましい,4
16040,茶類の浸出液はカフェイン等の刺激性成分を含み、犬には有害となる可能性がある,1
04078,いり大豆は大豆由来の良質なたんぱく源で使用可能（加熱・加工済みで消化性良好）,7
04035,豆腐は消化しやすい大豆由来のタンパク源で犬のレシピ素材として適している,8
10045,煮干しは魚由来の良質なたんぱく源で風味付けにも使えるが小骨の処理が必要,9
06305,らっきょうはネギ属に該当し、溶血性貧血を引き起こす成分を含むため犬には有害,1
17148,かつお・昆布だしは旨味のある低リスクのだしで犬のレシピに利用しやすい,8
15044,おのろけ豆は落花生製品で脂質が高く消化不良や膵炎リスクがあるため注意が必要,4
15091,ババロアは乳製品主体の加工デザートで糖分・脂肪が多く、原材料によっては使用に注意が必要,5
10279,生の貝類は寄生虫や細菌のリスクがあり、加熱してからの利用が望ましい,5
11014,牛リブロースは良質なタンパク源だが生肉は細菌リスクがあるため加熱が望ましい,7
10047,生のまいわしは寄生虫や細菌のリスクがあるため、加熱してからの利用が望ましい,6
14030,ショートニングは高脂肪の油脂で少量なら風味付けに使えるが脂質量に注意が必要,6
10158,生のたいせいようさばは寄生虫・細菌のリスクがあり、加熱が望ましい,6
18015,素揚げのミートボールは調味料や揚げ油の影響が大きく、素材としては注意が必要な調理済み食品,3
02033,さつまいもでん粉は消化性の良いでん粉原料で犬のレシピ素材として適している,8
06102,葉しょうが（生）は消化促進等の利点があるが生は刺激があるため量に注意が必要,7
17009,たまりしょうゆは風味付けに使えるが塩分が高いため使用量に注意が必要,6
11235,鶏のもも皮（生）は生の鶏肉に伴う細菌リスクがあり、脂質も多いため加熱と管理が必要,5
07149,りんごのストレートジュースは果実由来で安全。糖分が高めなので少量向き。,7
17134,魚醤（いしる）は発酵した強い風味と塩分が高めの調味料で素材としてはやや不向き。,5
06293,モロヘイヤは栄養豊富な葉茎類で犬の素材として適している。,8
08033,マッシュルームの水煮缶は加熱済みで安全なキノコ類の素材。,8
06111,干しずいきは野菜性の素材で使用可能だが扱いにやや注意が必要。,7
16062,番茶はカフェインを含み、犬にとって有害になり得るため不適切。,2
06120,生ぜんまいは通常加熱して使うことが望ましく、生は注意が必要。,6
06325,わらび（ゆで）は加熱処理されており、使用しやすい素材。,7
11311,鹿肉の生は赤身肉として良質なタンパク源だが生食ゆえ若干リスクがある。,7
10354,さきいかは加工乾燥品で塩分や調味料が高めのため素材としてはやや不向き。,5
07093,なつみかんのじょう膜部分は柑橘類で、果肉同様に適量なら与えやすい。,7
10002,あこうだい（生）は海水魚で刺身用に近いが生食のため若干のリスクがある。,7
10466,あさり（蒸し）は加熱済みの貝類で使用しやすい素材。,8
10304,ばい（生）は生の貝類で寄生虫や微生物リスクがあるため注意が必要。,5
10468,アルゼンチンあかえび（ゆで）は加熱済みで良質な魚介タンパク源。,9
10082,かじかのつくだ煮は濃い味付けの惣菜で素材としては不向き。,4
06265,へちま果実（生）は植物性の食材で犬に与えやすい素材。,7
11130,豚もも（生）は良質な肉だが生豚肉は寄生虫や細菌のリスクがある。,5
10453,くろまぐろ赤身（電子レンジ調理）は加熱済みの良質な魚肉で適している。,9
07168,キウイフルーツ（黄肉種、生）は果肉は与えられるが酸味やアレルギー反応に注意。,7
16012,ぶどう由来の酒類であり、ぶどうは犬に急性腎障害を起こす可能性がある。アルコールも有害。,1
07031,うんしゅうみかんの果汁は一般的に犬でも問題になりにくい果実由来の食品で、レシピ素材として使いやすい。,8
17135,魚醤は塩分や強い旨味成分が高く、調味料としては犬の素材には向きにくい。,3
06125,ゆでたそらまめは加熱済みの豆類で、植物性のタンパク源・食物繊維として利用できる。,8
10416,えびは良質なたんぱく源だが、天ぷらのような揚げ・衣加工品は油分や調味が強く素材としてはやや劣る。,5
17002,中濃ソースは複合調味料で塩分や香味が強く、素材としては向きにくい。,3
11107,ビーフジャーキーは牛肉由来でたんぱく源として有用だが、加工品で塩分や添加物が多い点が考慮される。,5
17074,ナツメグはミリスチシン含有により犬に神経症状を起こす可能性があるため禁止。,1
11228,焼きささみは低脂肪の良質な動物性たんぱくで、犬のレシピ素材として非常に適している。,9
06098,ゆでた若さや（ささげ）は加熱済みの豆類で、食物繊維や植物性たんぱく源として利用可能。,8
06240,生のはつかだいこん（根）は犬が消化しやすい野菜の一つで、生でも問題になりにくい。,8
01067,焼きふ（板ふ）は小麦由来の加工食品で、一般的には素材として使用可能だが加工品である点に留意。,7
06083,こごみの生の若芽は加熱した方が安全で消化性が良くなるため、生状態はやや扱いに注意が必要。,6
15111,バタースコッチは高糖分のキャンディ類で、犬のレシピ素材としては適さない。,3
13021,コーヒーホワイトナーは脂肪分や添加物を含む加工乳製品で、素材としてはやや適性が低い。,5
15052,落花生入りのせんべいはナッツを含む甘塩系の加工菓子で、ナッツ由来の消化負担や加工物として注意が必要。,4
17026,洋風だしの成分に玉ねぎが含まれている旨の記載があり、玉ねぎは犬に溶血性貧血を引き起こすため禁止。,1
09020,刻み昆布は海藻類でミネラル源となり得るため、犬のレシピ素材として利用可能。,8
10300,生の貝類は細菌や寄生虫リスクがあり、生状態では消費に注意が必要。,5
15086,カスタードプリンは乳製品・卵由来の加工デザートで、加工度が高く素材としてはやや不向き。,5
13058,リコッタは乳製品で良質なタンパク質とカルシウム源。脂質はやや高めだが素材として使用可能。,8
10333,生の毛がには細菌・寄生虫のリスクがあり、加熱してから与えるべきで生では注意が必要。,5
01077,パン粉は炭水化物の供給源として使えるが加工品で栄養密度は低め。,7
15031,くりまんじゅうは甘味の強い加工菓子で糖分や添加物が多く、素材としては限定的に使用するのが望ましい。,5
10281,生のあさりは細菌や寄生虫のリスクがあるため、加熱してから与えるべきで生では注意が必要。,5
02012,冷凍のさといもはでん粉と食物繊維の供給源。加熱調理して与えることで利用しやすい。,7
01202,インスタントカップめんは調味料や塩分・脂質が多い複合加工食品で、素材としては不向きな面がある。,3
15072,チョコレートを含む菓子はテオブロミン中毒の危険があり、犬には絶対に与えてはいけない。,1
13039,ブルーチーズは乳製品でタンパク質・カルシウム源として使用可能だが、脂質や風味に注意が必要。,8
10134,生のしろさけは寄生虫・細菌のリスクがあるため、加熱してから与えるのが安全。,7
08055,素揚げしたぶなしめじは食用きのこで調理済みだが、揚げてあるため脂質が高め。,7
01209,クロワッサンはバターや脂質が多い加工パンで、少量なら素材として使えるが多用は避けるべき。,6
06187,トレビスの葉は葉野菜としてビタミンや食物繊維があり、生のままでも利用可能。,8
01129,干しそばはそば粉を含む炭水化物源で犬のレシピ素材として適している（小麦混合に注意）。,8
08045,ゆでたはたけしめじは調理済みの食用きのこで安全、食物繊維源として使用可能。,8
04019,乾燥そらまめは良い植物性たんぱく・食物繊維源だが、消化でガスを生じやすい点に注意。,7
04104,乾燥大豆は生に近い状態だとトリプシンインヒビター等により消化しにくく、加熱調理が望ましい。,5
07164,グレープフルーツ果肉は酸味が強く消化器刺激や薬物相互作用の可能性があるため使用に注意が必要。,5
18008,いかフライは揚げ物の加工食品で脂質や調味料が多く、素材としてはあまり適さない。,4
