food_number,food_name,embedding_text
04069,べにばないんげん　全粒　ゆで,bean common common bean いんげん いんげんまめ いんげん豆 べにばないんげん ゆで インゲン インゲンマメ インゲン豆 ベニバナインゲン 全粒
04108,やぶまめ　乾,yabumame まめ やぶまめ マメ ヤブマメ 乾 藪豆 豆
04093,らいまめ　全粒　ゆで,bean lima lima bean まめ ゆで らいまめ マメ ライマメ リマメ 全粒 豆
04071,りょくとう　全粒　乾,bean mung mung bean まめ りょくとう マメ リョクトウ 乾 全粒 緑豆 豆
04072,りょくとう　全粒　ゆで,bean mung mung bean まめ ゆで りょくとう マメ リョクトウ 全粒 緑豆 豆
04073,レンズまめ　全粒　乾,lentil まめ れんずまめ マメ レンズまめ レンズマメ レンズ豆 乾 全粒 豆
04094,レンズまめ　全粒　ゆで,lentil まめ ゆで れんずまめ マメ レンズまめ レンズマメ レンズ豆 全粒 豆
05003,あさ　乾,asa hemp hemp seed seed あさ アサ 乾 麻 麻の実
05041,あまに　いり,flax flaxseed linseed あまに いり アマニ 亜麻仁
05004,えごま　乾,egoma perilla perilla seed seed えごま エゴマ 乾 荏胡麻
05010,（くり類）　日本ぐり　生,chestnut japanese japanese chestnut くり くり類 にほんぐり クリ ニホングリ 和栗 日本ぐり 栗 生
05011,（くり類）　日本ぐり　ゆで,chestnut japanese japanese chestnut くり くり類 にほんぐり ゆで クリ ニホングリ 和栗 日本ぐり 栗
05013,（くり類）　中国ぐり　甘ぐり,chestnut chinese roasted roasted chestnut あまぐり くり類 ちゅうごくぐり アマグリ チュウゴクグリ 中国ぐり 栗 甘ぐり 甘栗
05017,ごま　乾,seed sesame sesame seed ごま ゴマ 乾 胡麻 芝麻
05018,ごま　いり,seed sesame sesame seed いり ごま ゴマ 胡麻 芝麻
05019,ごま　むき,hulled hulled sesame kernel seed sesame sesame seed ごま むき むきごま ゴマ ムキゴマ 胡麻
05021,すいか　いり　味付け,seed watermelon watermelon seed いり すいか すいかのたね すいかの種 スイカ スイカの種 味付け 西瓜
05046,チアシード　乾,chia chia seed seed チア チアシード 乾
05022,とち　蒸し,chestnut horse horse chestnut とち とちの実 トチ トチノミ 栃 栃の実 蒸し
05023,はす　未熟　生,lotus lotus seed seed はす はすの実 ハス ハスノミ 未熟 生 蓮 蓮の実
05024,はす　成熟　乾,lotus lotus seed seed はす はすの実 ハス ハスノミ 乾 成熟 蓮 蓮の実
05043,はす　成熟　ゆで,lotus lotus root root はす ゆで ハス レンコン 成熟 蓮 蓮根
05048,（ひし類）　とうびし　ゆで,caltrop chestnut hishi water water caltrop とうびし ひし ひし類 ゆで トウビシ ヒシ 菱
06001,アーティチョーク　花らい　生,artichoke アーティチョーク アーティチョーク花 アーティチョーク花蕾 チョウセンアザミ 朝鮮アザミ 生 花らい
06002,アーティチョーク　花らい　ゆで,artichoke ゆで アーティチョーク アーティチョーク花 アーティチョーク花蕾 チョウセンアザミ 朝鮮アザミ 花らい
06402,アイスプラント　生,ice ice plant plant アイスプラント 生
06005,あしたば　茎葉　生,ashitaba あしたば アシタバ 明日葉 生 茎 茎葉 葉
06006,あしたば　茎葉　ゆで,ashitaba あしたば ゆで アシタバ 明日葉 茎 茎葉 葉
06007,アスパラガス　若茎　生,asparagus アスパラ アスパラガス 生 若茎 茎
06008,アスパラガス　若茎　ゆで,asparagus ゆで アスパラ アスパラガス 若茎 茎
06327,アスパラガス　若茎　油いため,asparagus アスパラ アスパラガス 油いため 若茎 茎
06009,アスパラガス　水煮缶詰,asparagus canned アスパラ アスパラガス アスパラ缶詰 水煮缶詰 缶詰
06010,いんげんまめ　さやいんげん　若ざや　生,bean green green bean string いんげん いんげんまめ さやいんげん インゲン インゲンマメ サヤインゲン 生 若ざや
06011,いんげんまめ　さやいんげん　若ざや　ゆで,bean green green bean string いんげん いんげんまめ さやいんげん ゆで インゲン インゲンマメ サヤインゲン 若ざや
06012,（うど類）　うど　茎　生,udo うど うど類 ウド 独活 生 茎 茎部
06013,（うど類）　うど　茎　水さらし,udo うど うど類 ウド 水さらし 独活 茎 茎部
06014,（うど類）　やまうど　茎　生,mountain mountain udo udo うど うど類 やまうど ウド ヤマウド 山うど 独活 生 茎
06363,うるい　葉　生,urui うるい うるい葉 ウルイ 生 葉
06015,えだまめ　生,edamame soybean えだまめ エダマメ 大豆 枝豆 生
06016,えだまめ　ゆで,edamame soybean えだまめ ゆで エダマメ 大豆 枝豆
06017,えだまめ　冷凍,edamame soybean えだまめ エダマメ 冷凍 大豆 枝豆
06018,エンダイブ　葉　生,endive えんだいぶ ちこり は アンディーブ エンダイブ オンダイヴ チコリ 生 葉 葉野菜
06019,（えんどう類）　トウミョウ　茎葉　生,pea pea shoot shoot sprout えんどう えんどう類 とうみょう トウミョウ 生 茎 茎葉 葉 豆苗
06329,（えんどう類）　トウミョウ　芽ばえ　生,pea pea sprout shoot sprout えんどう えんどう類 とうみょう めばえ トウミョウ 生 芽 芽ばえ 豆苗
06330,（えんどう類）　トウミョウ　芽ばえ　ゆで,pea pea sprout shoot sprout えんどう えんどう類 とうみょう めばえ ゆで トウミョウ 芽 芽ばえ 豆苗
06331,（えんどう類）　トウミョウ　芽ばえ　油いため,pea pea sprout shoot sprout えんどう えんどう類 とうみょう めばえ トウミョウ 油いため 芽 芽ばえ 豆苗
06020,（えんどう類）　さやえんどう　若ざや　生,pea snow snow pea えんどう えんどう類 きぬさや さやえんどう サヤエンドウ 生 絹さや 若さや 若ざや
06021,（えんどう類）　さやえんどう　若ざや　ゆで,pea snow snow pea えんどう えんどう類 きぬさや さやえんどう ゆで サヤエンドウ 絹さや 若さや 若ざや
06022,（えんどう類）　スナップえんどう　若ざや　生,pea snap snap pea えんどう えんどう類 すなっぷえんどう スナップえんどう スナップエンドウ スナップピー 生 若さや 若ざや
06023,（えんどう類）　グリンピース　生,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす エンドウマメ グリンピース グリーンピース 生
06024,（えんどう類）　グリンピース　ゆで,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす ゆで エンドウマメ グリンピース グリーンピース
06025,（えんどう類）　グリンピース　冷凍,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす エンドウマメ グリンピース グリーンピース 冷凍
06374,（えんどう類）　グリンピース　冷凍　ゆで,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす ゆで エンドウマメ グリンピース グリーンピース 冷凍
06375,（えんどう類）　グリンピース　冷凍　油いため,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす エンドウマメ グリンピース グリーンピース 冷凍 油いため
06026,（えんどう類）　グリンピース　水煮缶詰,green green pea pea えんどう えんどうまめ えんどう豆 えんどう類 ぐりんぴーす エンドウマメ グリンピース グリーンピース 水煮缶詰
06027,おおさかしろな　葉　生,osaka osaka shirona shirona おおさかしろな しろな オオサカシロナ シロナ 大阪しろ菜 生 葉 葉野菜 野菜
06028,おおさかしろな　葉　ゆで,osaka osaka shirona shirona おおさかしろな しろな ゆで オオサカシロナ シロナ 大阪しろ菜 葉 葉野菜 野菜
06030,おかひじき　茎葉　生,okahijiki おかひじき オカヒジキ 生 茎 茎葉 葉 葉野菜
06031,おかひじき　茎葉　ゆで,okahijiki おかひじき ゆで オカヒジキ 茎 茎葉 葉 葉野菜
06032,オクラ　果実　生,okra おくら さや オクラ 果実 生 秋葵 野菜
06033,オクラ　果実　ゆで,okra おくら さや ゆで オクラ 果実 秋葵 野菜
06034,かぶ　葉　生,green leaf no turnip turnip green おおぶ? かぶ かぶの葉 はっぱ カブ カブの葉 生 葉 蕪 蕪の葉
06035,かぶ　葉　ゆで,green leaf turnip turnip green かぶ かぶの葉 はっぱ ゆで カブ カブの葉 葉 蕪 蕪の葉
06036,かぶ　根　皮つき　生,root turnip かぶ かぶの根 カブ カブの根 根 根っこ 生 皮つき 蕪 蕪の根
06037,かぶ　根　皮つき　ゆで,root turnip かぶ かぶの根 ゆで カブ カブの根 根 根っこ 皮つき 蕪 蕪の根
06038,かぶ　根　皮なし　生,root turnip かぶ かぶの根 カブ カブの根 根 根っこ 生 皮なし 蕪 蕪の根
06039,かぶ　根　皮なし　ゆで,root turnip かぶ かぶの根 ゆで カブ カブの根 根 根っこ 皮なし 蕪 蕪の根
06046,（かぼちゃ類）　日本かぼちゃ　果実　生,japanese japanese pumpkin kabocha pumpkin かぼちゃ かぼちゃ類 にほんかぼちゃ カボチャ ニホンカボチャ 南瓜 日本かぼちゃ 果実 生
06047,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,japanese japanese pumpkin kabocha pumpkin かぼちゃ かぼちゃ類 にほんかぼちゃ ゆで カボチャ ニホンカボチャ 南瓜 日本かぼちゃ 果実
06048,（かぼちゃ類）　西洋かぼちゃ　果実　生,pumpkin squash western western pumpkin かぼちゃ かぼちゃ類 せいようかぼちゃ カボチャ セイヨウカボチャ 南瓜 果実 生 西洋かぼちゃ
06049,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,pumpkin squash western western pumpkin かぼちゃ かぼちゃ類 せいようかぼちゃ ゆで カボチャ セイヨウカボチャ 南瓜 果実 西洋かぼちゃ
06332,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,pumpkin squash western western pumpkin かぼちゃ かぼちゃ類 せいようかぼちゃ カボチャ セイヨウカボチャ 南瓜 果実 焼き 西洋かぼちゃ
06050,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,pumpkin squash western western pumpkin かぼちゃ かぼちゃ類 せいようかぼちゃ カボチャ セイヨウカボチャ 冷凍 南瓜 果実 西洋かぼちゃ
06051,（かぼちゃ類）　そうめんかぼちゃ　果実　生,pumpkin spaghetti spaghetti squash squash かぼちゃ かぼちゃ類 そうめんかぼちゃ カボチャ ソーメンカボチャ 南瓜 果実 生 糸かぼちゃ
06052,からしな　葉　生,green mustard mustard green からしな からし菜 カラシナ 生 菜 葉 辛子菜
06053,からしな　塩漬,green mustard mustard green からしな からし菜 カラシナ 塩漬 菜 葉 辛子菜
06054,カリフラワー　花序　生,cauliflower かりふらわー カリフラワー 房 生 花序 花蕾
06055,カリフラワー　花序　ゆで,cauliflower かりふらわー ゆで カリフラワー 房 花序 花蕾
06056,かんぴょう　乾,dried gourd kanpyo shaving かんぴょう カンピョウ 乾 干瓢
06057,かんぴょう　ゆで,dried gourd kanpyo shaving かんぴょう ゆで カンピョウ 干瓢
06058,きく　花びら　生,chrysanthemum chrysanthemum petal edible petal きく キク 生 花びら 菊 菊の花びら 菊花 食用菊
06059,きく　花びら　ゆで,chrysanthemum edible edible chrysanthemum kiku きく はなびら ゆで キク ハナビラ 花びら 菊 食用菊
06060,きく　菊のり,chrysanthemum kiku kikunori きく きくのり キク 菊 菊のり
06061,（キャベツ類）　キャベツ　結球葉　生,cabbage きゃべつ はっぱ キャベツ キャベツ類 生 結球葉 葉
06062,（キャベツ類）　キャベツ　結球葉　ゆで,cabbage きゃべつ はっぱ ゆで キャベツ キャベツ類 結球葉 葉
06333,（キャベツ類）　キャベツ　結球葉　油いため,cabbage きゃべつ はっぱ キャベツ キャベツ類 油いため 結球葉 葉
06403,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,cabbage cut cut cabbage きゃべつ カット カットキャベツ カット野菜 キャベツ キャベツ類 常法洗浄 結球葉
06404,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,cabbage cut cut cabbage きゃべつ カット カットキャベツ カット野菜 キャベツ キャベツ類 次亜塩素酸洗浄 結球葉
06063,（キャベツ類）　グリーンボール　結球葉　生,ball ball cabbage cabbage green green ball greenball キャベツ キャベツ類 グリーンボール グリーンボールキャベツ 生 結球葉
06064,（キャベツ類）　レッドキャベツ　結球葉　生,cabbage red red cabbage キャベツ キャベツ類 レッド レッドキャベツ 生 紫キャベツ 結球葉 赤キャベツ
06065,きゅうり　果実　生,cucumber きゅうり キュウリ 果実 生 胡瓜
06068,きゅうり　漬物　ぬかみそ漬,cucumber cucumber nukazuke nukazuke pickled pickled cucumber きゅうり きゅうりのぬか漬け ぬかづけ ぬかみそ漬 ぬか漬け キュウリ 漬物 胡瓜
06075,キンサイ　茎葉　生,kinsai きんさい キンサイ 生 茎葉 金菜
06076,キンサイ　茎葉　ゆで,kinsai きんさい ゆで キンサイ 茎葉 金菜
06077,クレソン　茎葉　生,watercress くれそん ウォータークレソン クレソン 生 茎葉
06078,くわい　塊茎　生,arrowhead chinese kuwai くわい クワイ 塊茎 慈姑 生
06079,くわい　塊茎　ゆで,arrowhead chinese kuwai くわい ゆで クワイ 塊茎 慈姑
06080,ケール　葉　生,kale けーる ケール 生 葉
06081,コールラビ　球茎　生,kohlrabi こーるらび コールラビ 球茎 生
06082,コールラビ　球茎　ゆで,kohlrabi こーるらび ゆで コールラビ 球茎
06084,（ごぼう類）　ごぼう　根　生,burdock burdock root root ごぼう ごぼう類 ゴボウ 根 牛蒡 生
06085,（ごぼう類）　ごぼう　根　ゆで,burdock burdock root root ごぼう ごぼう類 ゆで ゴボウ 根 牛蒡
06405,（ごぼう類）　堀川ごぼう　根　生,burdock horikawa horikawa burdock root ごぼう ごぼう類 ほりかわごぼう ゴボウ ホリカワゴボウ 堀川ごぼう 堀川牛蒡 根 牛蒡 生
06086,こまつな　葉　生,japanese komatsuna leaf mustard spinach こまつな コマツナ 小松菜 生 葉
06087,こまつな　葉　ゆで,japanese komatsuna leaf mustard spinach こまつな ゆで コマツナ 小松菜 葉
06385,コリアンダー　葉　生,cilantro coriander leaf こりあんだー コリアンダー コリアンダー葉 パクチー パクチー葉 生 葉 香菜
06089,さんとうさい　葉　生,leaf santousai さんとうさい さんとう菜 サントウサイ 山東菜 生 葉
06090,さんとうさい　葉　ゆで,leaf santousai さんとうさい さんとう菜 ゆで サントウサイ 山東菜 葉
06092,しかくまめ　若ざや　生,asparagus bean pod winged winged bean さや しかくまめ シカクマメ 四角豆 生 若ざや
06093,（ししとう類）　ししとう　果実　生,pepper shishito shishito pepper ししとう ししとう類 シシトウ 果実 獅子唐 生
06094,（ししとう類）　ししとう　果実　油いため,pepper shishito shishito pepper ししとう ししとう類 シシトウ 果実 油いため 獅子唐
06406,（ししとう類）　万願寺とうがらし　果実　生,manganji manganji pepper pepper ししとう類 とうがらし まんがんじとうがらし マンガンジトウガラシ 万願寺とうがらし 万願寺唐辛子 唐辛子 果実 生
06095,しそ　葉　生,leaf perilla shiso shiso perilla おおば しそ シソ 大葉 大葉しそ 生 紫蘇 葉
06096,しそ　実　生,perilla perilla seed seed shiso しそ しそのみ しその実 しそ実 実 生 紫蘇実
06097,じゅうろくささげ　若ざや　生,juroku juroku sasage pod sasage ささげ さや じゅうろくささげ じゅうろくササゲ ササゲ ジュウロクササゲ 十六ささげ 生 若ざや
06098,じゅうろくささげ　若ざや　ゆで,juroku juroku sasage pod sasage ささげ さや じゅうろくささげ じゅうろくササゲ ゆで ササゲ ジュウロクササゲ 十六ささげ 若ざや
06099,しゅんぎく　葉　生,chrysanthemum edible garland leaf shungiku しゅんぎく シュンギク 春菊 生 葉
06100,しゅんぎく　葉　ゆで,chrysanthemum edible garland leaf shungiku しゅんぎく ゆで シュンギク 春菊 葉
06101,じゅんさい　若葉　水煮びん詰,junsai shield water watershield じゅんさい ジュンサイ ジュンサイト 水煮びん詰 若葉 若葉じゅんさい
06102,（しょうが類）　葉しょうが　根茎　生,ginger leaf leaf ginger rhizome しょうが しょうが類 はしょうが ハショウガ 根茎 生 生姜 葉しょうが 葉生姜
06103,（しょうが類）　しょうが　根茎　皮なし　生,ginger root しょうが しょうが類 ショウガ 根茎 生 生姜 皮なし
06365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,ginger grated grated ginger おろし おろししょうが おろし生姜 しょうが しょうが類 ショウガ 根茎 生 生姜 皮なし
06366,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,ginger ginger juice juice おろし汁 しょうが しょうが汁 しょうが類 ショウガ 根茎 生 生姜 生姜汁 皮なし
06386,（しょうが類）　新しょうが　根茎　生,ginger new young young ginger しょうが類 しんしょうが 新しょうが 新ショウガ 新生姜 根茎 生
06106,しろうり　果実　生,gourd white white gourd うり しろうり ウリ シロウリ 果実 瓜 生 白瓜
06110,ずいき　生ずいき　ゆで,stem taro taro stem zuiki zuiki taro ずいき ゆで ズイキ 生ずいき 芋茎
06112,ずいき　干しずいき　ゆで,dried stem taro taro stem zuiki zuiki taro ずいき ほしずいき ゆで ズイキ ホシズイキ 干しずいき 芋茎
06387,すいぜんじな　葉　生,suizenjina すいぜんじな スイゼンジナ 水前寺菜 生 葉
06113,すぐきな　葉　生,suguki すぐきな すぐき菜 スグキナ 生 葉
06114,すぐきな　根　生,suguki すぐき すぐきな すぐき菜 ね スグキナ 根 生
06116,ズッキーニ　果実　生,courgette zucchini ずっきーに ズッキーニ ズッキーニー 果実 生
06117,せり　茎葉　生,dropwort japanese parsley seri water せり セリ 生 芹 茎葉
06118,せり　茎葉　ゆで,dropwort japanese parsley seri water せり ゆで セリ 芹 茎葉
06119,セロリ　葉柄　生,celery せろり セロリ セロリ葉柄 生 茎 葉柄
06125,そらまめ　未熟豆　ゆで,bean broad fava fava bean そらまめ ゆで ソラマメ 未熟豆 空豆
06126,タアサイ　葉　生,tatsoi タアサイ タアサイ葉 ターサイ ターツァイ ターツァイ葉 生 葉
06127,タアサイ　葉　ゆで,tatsoi ゆで タアサイ タアサイ葉 ターサイ ターツァイ ターツァイ葉 葉
06128,（だいこん類）　かいわれだいこん　芽ばえ　生,daikon daikon sprout kaiware radish sprout かいわれ かいわれだいこん かいわれ大根 だいこん類 カイワレ カイワレダイコン 生 芽ばえ 貝割大根
06129,（だいこん類）　葉だいこん　葉　生,daikon daikon leaf leaf radish だいこん類 はだいこん 大根の葉 大根葉 生 葉 葉だいこん 葉大根
06130,（だいこん類）　だいこん　葉　生,daikon daikon leaf leaf radish だいこん だいこん類 ダイコン 大根 大根の葉 大根葉 生 葉
06131,（だいこん類）　だいこん　葉　ゆで,daikon daikon leaf leaf radish だいこん だいこん類 ゆで ダイコン 大根 大根の葉 大根葉 葉
06132,（だいこん類）　だいこん　根　皮つき　生,daikon radish だいこん だいこん類 ダイコン 大根 根 生 皮つき
06133,（だいこん類）　だいこん　根　皮つき　ゆで,daikon radish だいこん だいこん類 ゆで ダイコン 大根 根 皮つき
06134,（だいこん類）　だいこん　根　皮なし　生,daikon radish だいこん だいこん類 ダイコン 大根 根 生 皮なし
06367,（だいこん類）　だいこん　根　皮なし　生　おろし,daikon grated grated daikon radish おろし だいこん だいこん類 ダイコン 大根 大根おろし 根 生 皮なし
06368,（だいこん類）　だいこん　根　皮なし　生　おろし汁,daikon daikon juice grated grated daikon juice radish おろし汁 だいこん だいこん類 大根 大根おろし 大根おろし汁 根 生 皮なし
06369,（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,daikon grated grated daikon radish おろし水洗い だいこん だいこん類 ダイコン 大根 大根おろし 根 生 皮なし
06135,（だいこん類）　だいこん　根　皮なし　ゆで,daikon radish だいこん だいこん類 ゆで ダイコン 大根 根 皮なし
06136,（だいこん類）　切干しだいこん　乾,daikon dried kiriboshi kiriboshi daikon きりぼしだいこん だいこん類 ほしだいこん キリボシダイコン 乾 切り干し大根 切干しだいこん 切干し大根 干し大根
06334,（だいこん類）　切干しだいこん　ゆで,daikon dried kiriboshi kiriboshi daikon きりぼしだいこん だいこん類 ほしだいこん ゆで キリボシダイコン 切り干し大根 切干しだいこん 切干し大根 干し大根
06144,（たいさい類）　つまみな　葉　生,green leafy tsumamina たいさい類 つまみな つまみ菜 ツマミナ 生 葉 葉物野菜
06145,（たいさい類）　たいさい　葉　生,green leafy taisai たいさい たいさい類 タイサイ 大菜 生 葉 葉物野菜
06147,たかな　葉　生,green leaf mustard mustard green takana takana mustard たかな タカナ 生 葉 高菜
06149,たけのこ　若茎　生,bamboo bamboo shoot shoot たけのこ タケノコ 生 筍 若茎
06150,たけのこ　若茎　ゆで,bamboo bamboo shoot shoot たけのこ ゆで タケノコ 筍 若茎
06151,たけのこ　水煮缶詰,bamboo bamboo shoot canned canned bamboo shoot たけのこ たけのこ缶 たけのこ缶詰 タケノコ 水煮缶詰 筍
06157,たらのめ　若芽　生,bud me no no me shoot tara tara no たらのめ タラの芽 タラノメ 生 若芽
06158,たらのめ　若芽　ゆで,bud me no no me shoot tara tara no たらのめ ゆで タラの芽 タラノメ 若芽
06159,チコリ　若芽　生,chicory ちこり チコリ 生 若芽
06376,ちぢみゆきな　葉　生,chijimi chijimi yukina yukina ちぢみゆきな ちぢみ雪菜 ゆきな チヂミユキナ 生 縮み雪菜 葉 雪菜
06377,ちぢみゆきな　葉　ゆで,chijimi chijimi yukina yukina ちぢみゆきな ちぢみ雪菜 ゆきな ゆで チヂミユキナ 縮み雪菜 葉 雪菜
06160,チンゲンサイ　葉　生,bok bok choy bokchoy choi choy leaf pak ちんげんさい は はっぱ チンゲンサイ 生 葉 青梗菜
06161,チンゲンサイ　葉　ゆで,bok bok choy bokchoy choi choy leaf pak ちんげんさい は はっぱ ゆで チンゲンサイ 葉 青梗菜
06338,チンゲンサイ　葉　油いため,bok bok choy bokchoy choi choy leaf pak ちんげんさい は はっぱ チンゲンサイ 油いため 葉 青梗菜
06163,つくし　胞子茎　ゆで,field horsetail horsetail shoot shoot tsukushi つくし ほうしけい ゆで ツクシ 土筆 胞子茎
06164,つるな　茎葉　生,leaf new purslane sea sea purslane spinach stem tsuruna zealand つるな ツルナ 生 茎 茎葉 葉 蔓菜
06390,つるにんじん　根　生,ninjin root tsuru tsuruninjin つるにんじん ね ツルニンジン 根 生 蔓人参
06165,つるむらさき　茎葉　生,indian leaf malabar malabar spinach spinach stem tsurumurasaki つるむらさき ツルムラサキ 生 茎 茎葉 葉 蔓紫
06166,つるむらさき　茎葉　ゆで,indian leaf malabar malabar spinach spinach stem tsurumurasaki つるむらさき ゆで ツルムラサキ 茎 茎葉 葉 蔓紫
06173,とうがん　果実　生,ash gourd melon tougan wax winter winter melon とうがん トウガン 冬瓜 果実 瓜 生
06174,とうがん　果実　ゆで,ash gourd melon tougan wax winter winter melon とうがん ゆで トウガン 冬瓜 果実 瓜
06175,（とうもろこし類）　スイートコーン　未熟種子　生,corn sweet sweet corn すいーとこーん とうもろこし とうもろこし類 コーン スイートコーン トウモロコシ 未熟種子 玉蜀黍 生
06176,（とうもろこし類）　スイートコーン　未熟種子　ゆで,corn sweet sweet corn すいーとこーん とうもろこし とうもろこし類 ゆで コーン スイートコーン トウモロコシ 未熟種子 玉蜀黍
06339,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,corn microwave sweet sweet corn すいーとこーん とうもろこし とうもろこし類 コーン スイートコーン トウモロコシ 未熟種子 玉蜀黍 電子レンジ用コーン 電子レンジ調理
06177,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,corn frozen sweet sweet corn とうもろこし とうもろこし類 コーン スイートコーン トウモロコシ 冷凍 冷凍コーン 未熟種子 玉蜀黍 穂軸つき
06178,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,corn frozen kernel sweet sweet corn とうもろこし とうもろこし類 カーネル カーネルコーン コーン スイートコーン トウモロコシ 冷凍 冷凍コーン 未熟種子 玉蜀黍
06378,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,corn frozen kernel sweet sweet corn とうもろこし とうもろこし類 ゆで カーネル カーネルコーン コーン スイートコーン トウモロコシ 冷凍 冷凍コーン 未熟種子 玉蜀黍
06379,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,corn kernel sweet sweet corn とうもろこし とうもろこし類 カーネル カーネルコーン コーン スイートコーン トウモロコシ 冷凍 未熟種子 油いため 玉蜀黍
06180,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,canned corn sweet sweet corn とうもろこし とうもろこし類 コーン コーン缶 スイートコーン トウモロコシ ホールカーネルスタイル 玉蜀黍 缶コーン 缶詰
06181,（とうもろこし類）　ヤングコーン　幼雌穂　生,baby baby corn corn young とうもろこし とうもろこし類 やんぐこーん コーン トウモロコシ ベビーコーン ヤングコーン 幼雌穂 生
06182,（トマト類）　赤色トマト　果実　生,red tomato あかいろトマト とまと トマト トマト類 果実 生 赤いトマト 赤色トマト
06183,（トマト類）　赤色ミニトマト　果実　生,cherry cherry tomato tomato あかいろみにとまと とまと みにとまと チェリートマト トマト トマト類 ミニトマト 果実 生 赤色ミニトマト
06391,（トマト類）　黄色トマト　果実　生,tomato yellow きいろとまと とまと イエロートマト トマト トマト類 果実 生 黄色トマト
06370,（トマト類）　ドライトマト,dried dried tomato sun tomato とまと どらいとまと トマト トマト類 ドライトマト 乾燥トマト
06184,（トマト類）　加工品　ホール　食塩無添加,canned tomato whole whole tomato とまと トマト トマト缶 トマト類 ホール ホールトマト ホール缶トマト 加工品 缶詰トマト 食塩無添加
06185,（トマト類）　加工品　トマトジュース　食塩添加,juice tomato tomato juice とまと とまとじゅうす トマト トマトジュース トマト類 加工品 食塩添加
06340,（トマト類）　加工品　トマトジュース　食塩無添加,juice tomato tomato juice unsalted とまとじゅうす むえんとまとじゅうす トマト トマトジュース トマト類 加工品 無塩トマトジュース 食塩無添加
06341,（トマト類）　加工品　ミックスジュース　食塩無添加,juice mixed mixed juice とまと みっくすじゅうす トマト トマト類 ミックスジュース 加工品 混合ジュース 食塩無添加
06187,トレビス　葉　生,radicchio とれびす チコリ トレビス ラディッキオ 生 葉 葉野菜
06188,とんぶり　ゆで,tonburi とんぶり ゆで トンブリ
06189,ながさきはくさい　葉　生,cabbage chinese hakusai nagasaki nagasaki hakusai ながさきはくさい はくさい ナガサキハクサイ 生 白菜 葉 長崎白菜
06190,ながさきはくさい　葉　ゆで,cabbage chinese hakusai nagasaki nagasaki hakusai ながさきはくさい はくさい ゆで ナガサキハクサイ 白菜 葉 長崎白菜
06191,（なす類）　なす　果実　生,aubergine eggplant なす なすび なす類 ナス 果実 生 茄子
06192,（なす類）　なす　果実　ゆで,aubergine eggplant なす なすび なす類 ゆで ナス 果実 茄子
06342,（なす類）　なす　果実　油いため,aubergine eggplant なす なすび なす類 ナス 果実 油いため 茄子
06193,（なす類）　べいなす　果実　生,eggplant なす なす類 べいなす ナス ベイナス 果実 生 米なす 米茄子 茄子
06194,（なす類）　べいなす　果実　素揚げ,eggplant なす なす類 べいなす ナス ベイナス 果実 米なす 米茄子 素揚げ 茄子
06200,なずな　葉　生,purse shepherd shepherd' shepherd' purse なずな ぺんぺんぐさ ナズナ ペンペン草 生 葉 薺
06201,（なばな類）　和種なばな　花らい・茎　生,blossom japanese japanese rape nanohana nanohana japanese rape rape blossom rapeseed なばな なばな類 わしゅなばな ナバナ 和種なばな 生 花らい 茎 菜花
06202,（なばな類）　和種なばな　花らい・茎　ゆで,blossom japanese japanese rape nanohana nanohana japanese rape rape blossom rapeseed なばな なばな類 ゆで わしゅなばな ナバナ 和種なばな 花らい 茎 菜花
06203,（なばな類）　洋種なばな　茎葉　生,blossom nanohana nanohana western rapeseed variety western western variety なばな なばな類 ようしゅなばな ナバナ 洋種なばな 生 茎葉 菜花
06204,（なばな類）　洋種なばな　茎葉　ゆで,green nanohana rapeseed rapeseed green なのはな なばな なばな類 ゆで ようしゅなばな ナノハナ ナバナ ヨウシュナバナ 洋種なばな 茎 茎葉 菜の花 葉
06206,にがうり　果実　油いため,bitter bitter gourd gourd goya melon にがうり ゴーヤ ゴーヤー ニガウリ 果実 油いため 瓜 苦瓜
06211,（にんじん類）　葉にんじん　葉　生,carrot carrot green green leaf にんじん にんじんの葉 にんじん類 はにんじん ニンジン ハニンジン 人参 人参葉 生 葉 葉にんじん
